constIndex:697|clip_npc (63)|localPosition.x:0015.37800|localPosition.y:-0029.75300|localPosition.z:-0029.14500|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (65)|localPosition.x:0014.37000|localPosition.y:-0029.75300|localPosition.z:-0028.15000|localRotation.x:-0000.15744|localRotation.y:-0000.68936|localRotation.z:-0000.15744|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (66)|localPosition.x:0024.59000|localPosition.y:-0030.02100|localPosition.z:-0028.15000|localRotation.x:-0000.16183|localRotation.y:-0000.68834|localRotation.z:-0000.16183|localRotation.w:0000.68834|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (67)|localPosition.x:0024.59000|localPosition.y:-0030.02100|localPosition.z:-0023.03000|localRotation.x:-0000.16183|localRotation.y:-0000.68834|localRotation.z:-0000.16183|localRotation.w:0000.68834|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (68)|localPosition.x:0031.72200|localPosition.y:-0030.02100|localPosition.z:-0028.15000|localRotation.x:0000.16183|localRotation.y:-0000.68834|localRotation.z:-0000.16183|localRotation.w:-0000.68834|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (69)|localPosition.x:0031.72200|localPosition.y:-0030.02100|localPosition.z:-0023.03000|localRotation.x:0000.16183|localRotation.y:-0000.68834|localRotation.z:-0000.16183|localRotation.w:-0000.68834|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (70)|localPosition.x:0034.27000|localPosition.y:-0029.75300|localPosition.z:-0025.60000|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (72)|localPosition.x:0048.65300|localPosition.y:-0025.86300|localPosition.z:-0032.27200|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (71)|localPosition.x:0047.65000|localPosition.y:-0025.88700|localPosition.z:-0033.28000|localRotation.x:0000.15744|localRotation.y:0000.68936|localRotation.z:0000.15744|localRotation.w:-0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (73)|localPosition.x:-0015.36000|localPosition.y:-0030.38100|localPosition.z:0014.37000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (74)|localPosition.x:-0015.36000|localPosition.y:-0030.71100|localPosition.z:0016.93000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (75)|localPosition.x:-0015.36000|localPosition.y:-0031.04000|localPosition.z:0019.49000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (76)|localPosition.x:-0015.36000|localPosition.y:-0031.33000|localPosition.z:0022.05000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (77)|localPosition.x:-0015.36000|localPosition.y:-0031.67000|localPosition.z:0024.61000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc (78)|localPosition.x:-0015.36000|localPosition.y:-0032.00000|localPosition.z:0027.17000|localRotation.x:0000.00000|localRotation.y:0000.97490|localRotation.z:0000.22265|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:697|clip_npc|localPosition.x:0002.58000|localPosition.y:-0030.02400|localPosition.z:-0039.95900|localRotation.x:-0000.22265|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.97490|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:541|prop_chair02|localPosition.x:0012.10389|localPosition.y:-0029.32095|localPosition.z:-0033.39240|localRotation.x:-0000.56160|localRotation.y:0000.58772|localRotation.z:-0000.42966|localRotation.w:0000.39317|localScale.x:0000.03980|localScale.y:0000.03980|localScale.z:0000.03980
constIndex:599|trigger_music|localPosition.x:0021.70000|localPosition.y:-0026.72000|localPosition.z:-0037.02000|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0002.56000|localScale.y:0002.56000|localScale.z:0002.56000
constIndex:589|prop_vendingmachines2|localPosition.x:0048.72000|localPosition.y:-0028.39400|localPosition.z:-0023.22000|localRotation.x:0000.00000|localRotation.y:0000.92304|localRotation.z:0000.00000|localRotation.w:0000.38471|localScale.x:0000.80000|localScale.y:0000.80000|localScale.z:0000.80000
constIndex:599|trigger_music (1)|localPosition.x:-0010.39000|localPosition.y:-0026.72000|localPosition.z:-0020.20000|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0002.56000|localScale.y:0002.56000|localScale.z:0002.56000
constIndex:697|clip_npc (79)|localPosition.x:-0004.11411|localPosition.y:-0029.77095|localPosition.z:-0023.03940|localRotation.x:-0000.15743|localRotation.y:0000.68936|localRotation.z:0000.15743|localRotation.w:0000.68936|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:527|prop_grate1_1 (1)|localPosition.x:-0023.01500|localPosition.y:-0029.44000|localPosition.z:-0019.12000|localRotation.x:-0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:0000.50000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:528|prop_grate1_2|localPosition.x:-0016.45200|localPosition.y:-0030.91200|localPosition.z:-0035.00000|localRotation.x:0000.00000|localRotation.y:0000.17612|localRotation.z:0000.00000|localRotation.w:0000.98437|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:566|prop_gear_large (1)|localPosition.x:-0008.11501|localPosition.y:-0029.70694|localPosition.z:-0017.37231|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:566|prop_gear_large|localPosition.x:0005.11670|localPosition.y:-0029.70694|localPosition.z:-0033.62315|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:684|decal_scorch3|localPosition.x:0017.97300|localPosition.y:-0027.93400|localPosition.z:-0029.46300|localRotation.x:-0000.70711|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0000.50000|localScale.y:0001.00000|localScale.z:0000.50000
constIndex:577|prop_microscope|localPosition.x:0043.52400|localPosition.y:-0028.35342|localPosition.z:0032.99500|localRotation.x:-0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:0000.50000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:683|decal_scorch2|localPosition.x:0042.24900|localPosition.y:-0027.28900|localPosition.z:0039.27400|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0000.20000|localScale.y:0000.50000|localScale.z:0000.20000
constIndex:557|prop_desk01 (5)|localPosition.x:-0032.36600|localPosition.y:-0029.44000|localPosition.z:-0003.17443|localRotation.x:0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:-0000.50000|localScale.x:0000.03980|localScale.y:0000.03980|localScale.z:0000.03980
constIndex:566|prop_gear_large|localPosition.x:0010.80019|localPosition.y:-0029.38694|localPosition.z:0042.99848|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:532|prop_beaker_holder|localPosition.x:-0027.95200|localPosition.y:-0028.28655|localPosition.z:-0016.14000|localRotation.x:0000.00000|localRotation.y:0000.67229|localRotation.z:0000.00000|localRotation.w:0000.74029|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:585|prop_sparkingwire|localPosition.x:-0029.41400|localPosition.y:-0026.88000|localPosition.z:-0020.56500|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:585|prop_sparkingwire (1)|localPosition.x:-0028.54700|localPosition.y:-0026.85200|localPosition.z:-0019.48900|localRotation.x:0000.00000|localRotation.y:0000.69466|localRotation.z:0000.00000|localRotation.w:0000.71934|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:585|prop_sparkingwire (2)|localPosition.x:-0027.66200|localPosition.y:-0026.88000|localPosition.z:-0021.42900|localRotation.x:0000.00000|localRotation.y:-0000.25882|localRotation.z:0000.00000|localRotation.w:0000.96593|localScale.x:0001.00000|localScale.y:0001.30000|localScale.z:0001.00000
constIndex:687|decal_blood_splat (3)|localPosition.x:0028.08100|localPosition.y:-0029.43000|localPosition.z:0041.95600|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0000.50000|localScale.y:0001.00000|localScale.z:0000.50000
constIndex:585|prop_sparkingwire (3)|localPosition.x:0021.03200|localPosition.y:-0029.42900|localPosition.z:-0018.08000|localRotation.x:0000.00000|localRotation.y:0000.87462|localRotation.z:0000.00000|localRotation.w:0000.48481|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:579|prop_puddle|localPosition.x:-0010.39700|localPosition.y:-0029.09400|localPosition.z:0015.56100|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:684|decal_scorch3|localPosition.x:-0003.84600|localPosition.y:-0028.31600|localPosition.z:0004.79500|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.70711|localRotation.w:0000.00000|localScale.x:0000.50000|localScale.y:0001.00000|localScale.z:0000.50000
constIndex:576|prop_light_emergsignal|localPosition.x:0008.93600|localPosition.y:-0027.38253|localPosition.z:0034.55500|localRotation.x:-0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:0000.50000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:576|prop_light_emergsignal (1)|localPosition.x:0008.93600|localPosition.y:-0027.38253|localPosition.z:0034.55500|localRotation.x:-0000.50000|localRotation.y:0000.50000|localRotation.z:0000.50000|localRotation.w:0000.50000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:576|prop_light_emergsignal (2)|localPosition.x:-0015.35600|localPosition.y:-0027.38253|localPosition.z:0006.40200|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:576|prop_light_emergsignal (3)|localPosition.x:0005.14100|localPosition.y:-0025.24800|localPosition.z:-0011.50500|localRotation.x:-0000.70711|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.70711|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:576|prop_light_emergsignal (4)|localPosition.x:0031.99400|localPosition.y:-0025.15500|localPosition.z:-0002.52600|localRotation.x:-0000.50000|localRotation.y:-0000.50000|localRotation.z:-0000.50000|localRotation.w:0000.50000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:576|prop_light_emergsignal (5)|localPosition.x:0007.71100|localPosition.y:-0025.15500|localPosition.z:0026.86900|localRotation.x:0000.00000|localRotation.y:-0000.70711|localRotation.z:-0000.70711|localRotation.w:0000.00000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:576|prop_light_emergsignal (6)|localPosition.x:0057.59000|localPosition.y:-0027.40100|localPosition.z:-0015.35400|localRotation.x:-0000.50000|localRotation.y:-0000.50000|localRotation.z:-0000.50000|localRotation.w:0000.50000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:576|prop_light_emergsignal (7)|localPosition.x:0047.36900|localPosition.y:-0027.40100|localPosition.z:0042.23900|localRotation.x:0000.00000|localRotation.y:-0000.70711|localRotation.z:-0000.70711|localRotation.w:0000.00000|localScale.x:0002.00000|localScale.y:0002.00000|localScale.z:0002.00000
constIndex:592|text_decal (1)|localPosition.x:-0001.19800|localPosition.y:-0030.87900|localPosition.z:0017.45400|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0000.60000|localScale.y:0000.60000|localScale.z:0001.00000
constIndex:592|text_decal (2)|localPosition.x:-0008.89300|localPosition.y:-0027.58300|localPosition.z:0037.12300|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:592|text_decal (16)|localPosition.x:-0008.89300|localPosition.y:-0027.95199|localPosition.z:0037.89600|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:592|text_decal (17)|localPosition.x:-0014.07000|localPosition.y:-0025.38800|localPosition.z:-0000.46500|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0000.70000|localScale.y:0000.70000|localScale.z:0000.80000
constIndex:593|text_decalStopDSS1 (5)|localPosition.x:0008.54400|localPosition.y:-0027.57810|localPosition.z:0037.12100|localRotation.x:0000.00000|localRotation.y:0001.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0000.03000|localScale.y:0000.03000|localScale.z:0001.00000
constIndex:593|text_decalStopDSS1 (6)|localPosition.x:0049.95300|localPosition.y:-0027.71500|localPosition.z:-0013.62200|localRotation.x:0000.00000|localRotation.y:0000.70711|localRotation.z:0000.00000|localRotation.w:-0000.70711|localScale.x:0000.06000|localScale.y:0000.04500|localScale.z:0001.00000
constIndex:593|text_decalStopDSS1 (7)|localPosition.x:0017.75200|localPosition.y:-0027.79200|localPosition.z:-0033.11200|localRotation.x:0000.00000|localRotation.y:0000.92388|localRotation.z:0000.00000|localRotation.w:-0000.38268|localScale.x:0000.01000|localScale.y:0000.00800|localScale.z:0001.00000
