localPosition.x:-0008.11670|localPosition.y:-0050.53194|localPosition.z:0029.09170|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0004.94000|range:0001.00000|type:Point|color.r:0000.76252|color.g:0000.19518|color.b:0000.81132|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0040.61030|localPosition.y:-0056.34194|localPosition.z:-0012.51730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0000.60000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0017.39030|localPosition.y:-0053.33894|localPosition.z:-0040.55930|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.14000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0017.39030|localPosition.y:-0053.33894|localPosition.z:-0038.07730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.14000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0014.62930|localPosition.y:-0051.95894|localPosition.z:-0038.07730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.14000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0010.73330|localPosition.y:-0050.90394|localPosition.z:-0038.05830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.40000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0013.40230|localPosition.y:-0050.53894|localPosition.z:-0038.25430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.14000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0012.13530|localPosition.y:-0050.53894|localPosition.z:-0038.67030|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.14000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0012.82730|localPosition.y:-0053.93694|localPosition.z:-0038.07730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0012.32230|localPosition.y:-0055.99994|localPosition.z:-0038.24230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0012.78930|localPosition.y:-0055.71594|localPosition.z:-0040.54330|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0015.35530|localPosition.y:-0055.71594|localPosition.z:-0040.54330|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0012.78930|localPosition.y:-0055.55394|localPosition.z:-0043.14430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0012.34230|localPosition.y:-0053.46094|localPosition.z:-0046.09530|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0009.69530|localPosition.y:-0053.46094|localPosition.z:-0046.09530|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0007.06730|localPosition.y:-0053.46094|localPosition.z:-0045.74330|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0012.78930|localPosition.y:-0051.02994|localPosition.z:-0043.13630|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0010.22230|localPosition.y:-0050.80294|localPosition.z:-0043.13630|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.40000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0015.34930|localPosition.y:-0050.64394|localPosition.z:-0043.13630|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.20000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0010.43630|localPosition.y:-0051.02994|localPosition.z:-0040.59030|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0007.21430|localPosition.y:-0056.51800|localPosition.z:-0040.62630|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0007.21430|localPosition.y:-0056.32700|localPosition.z:-0038.28900|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0000.64623|color.g:0000.98195|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.12630|localPosition.y:-0056.71294|localPosition.z:-0038.03430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.12630|localPosition.y:-0054.82594|localPosition.z:-0038.03430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.30000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.12630|localPosition.y:-0052.47594|localPosition.z:-0038.03430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.12630|localPosition.y:-0048.49994|localPosition.z:-0038.03430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.12630|localPosition.y:-0048.60394|localPosition.z:-0040.57530|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.12630|localPosition.y:-0048.60394|localPosition.z:-0043.19830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0000.99057|color.g:0000.44389|color.b:0000.44389|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0002.59130|localPosition.y:-0050.94094|localPosition.z:-0043.19830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0002.59130|localPosition.y:-0053.61194|localPosition.z:-0043.19830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.40000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.11630|localPosition.y:-0051.59994|localPosition.z:-0043.19830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.40000|range:0005.50000|type:Point|color.r:0000.99057|color.g:0000.44389|color.b:0000.44389|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0005.11630|localPosition.y:-0053.81494|localPosition.z:-0045.66730|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0000.06530|localPosition.y:-0048.79994|localPosition.z:-0043.14230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0000.06530|localPosition.y:-0048.43294|localPosition.z:-0040.54130|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:0000.06530|localPosition.y:-0048.43294|localPosition.z:-0045.62630|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0003.21970|localPosition.y:-0051.96494|localPosition.z:-0043.19830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.80000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0005.00670|localPosition.y:-0051.29694|localPosition.z:-0043.19830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0002.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0000.64170|localPosition.y:-0053.64294|localPosition.z:-0043.74430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0007.65670|localPosition.y:-0051.29694|localPosition.z:-0043.19830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.70000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0007.65670|localPosition.y:-0051.29694|localPosition.z:-0040.58230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0007.65670|localPosition.y:-0051.29694|localPosition.z:-0038.04430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0010.15370|localPosition.y:-0051.29694|localPosition.z:-0038.04430|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0010.15370|localPosition.y:-0051.29694|localPosition.z:-0040.63930|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0009.50370|localPosition.y:-0051.29694|localPosition.z:-0042.38230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.50000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0007.65670|localPosition.y:-0053.78994|localPosition.z:-0040.58230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.20000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0007.65670|localPosition.y:-0056.25394|localPosition.z:-0040.58230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0005.06170|localPosition.y:-0056.20794|localPosition.z:-0040.58230|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.00000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0005.62170|localPosition.y:-0056.20794|localPosition.z:-0037.40830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.25000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
localPosition.x:-0005.62170|localPosition.y:-0053.72194|localPosition.z:-0037.40830|localRotation.x:0000.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0001.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000|intensity:0001.25000|range:0005.50000|type:Point|color.r:0001.00000|color.g:0001.00000|color.b:0001.00000|color.a:0001.00000|spotAngle:0030.00000|shadows:Soft|shadowStrength:0000.90000|shadowResolution:FromQualitySettings|shadowBias:0000.05000|shadowNormalBias:0000.40000|shadowNearPlane:0000.20000|
